Date,Predictions,CI_lower,CI_upper
2021-06-10,125.93613978298565,123.38500458760195,128.48727497836936
2021-06-11,125.49892197409885,122.10088715828071,128.89695678991697
2021-06-14,126.45079600982112,122.31259818798792,130.58899383165434
2021-06-15,126.65412272701016,121.91142440309918,131.39682105092115
2021-06-16,126.81754462740783,121.53159030646212,132.10349894835352
2021-06-17,126.753518408439,120.9777989238501,132.5292378930279
2021-06-18,127.60266898922148,121.3746510397146,133.83068693872838
